日期,分类名称,批发价格(元/千克)_否,批发价格(元/千克)_是,销售单价(元/千克)_否,销售单价(元/千克)_是,销量(千克)_否,销量(千克)_是
2020-07-12,辣椒类,7.103529411764705,7.175000000000001,13.722058823529412,12.715384615384616,65.882,6.286
2020-07-12,食用菌,8.382748538011697,7.7907142857142855,14.141520467836258,11.707142857142857,50.774,5.186
2020-07-13,水生根茎类,7.971428571428571,6.6000000000000005,14.285714285714286,9.466666666666667,10.342,1.263
2020-07-13,花叶类,4.90563025210084,4.495897435897436,7.838375350140057,6.246153846153846,170.921,19.911
2020-07-13,花菜类,5.885151515151515,4.038571428571428,10.121212121212121,6.528571428571429,29.221,2.807
2020-07-13,茄类,4.167272727272727,3.81,7.064935064935065,5.1,43.262,1.117
2020-07-13,辣椒类,6.805414634146341,6.482666666666666,12.37170731707317,10.553333333333335,57.943,3.297
2020-07-13,食用菌,8.134525547445255,9.48375,13.953284671532847,14.475000000000001,39.8,2.3129999999999997
2020-07-14,水生根茎类,7.474285714285715,8.0,14.857142857142858,14.9,8.682,0.325
2020-07-14,花叶类,4.547020202020202,4.121176470588235,7.504040404040404,6.241176470588235,183.131,7.468
2020-07-14,花菜类,5.357047619047619,5.380000000000001,9.961904761904762,9.0,53.035000000000004,4.54
2020-07-14,茄类,3.9275,3.915,6.733333333333333,5.4,31.76,2.987
2020-07-14,辣椒类,6.671635514018692,6.579999999999999,12.70373831775701,9.827272727272726,63.273,3.4720000000000004
2020-07-14,食用菌,8.114202898550724,7.56,14.394202898550725,12.05,40.848,3.988
2020-07-15,水生根茎类,7.247272727272727,6.62,14.363636363636363,10.8,9.615,0.623
2020-07-15,花叶类,4.392283105022831,3.7784210526315793,7.2415525114155255,5.4526315789473685,208.992,8.45
2020-07-15,花菜类,5.384857142857143,5.664285714285714,10.114285714285714,9.614285714285714,34.894,3.068
2020-07-15,茄类,4.30304347826087,5.69,7.515942028985507,6.9,37.756,0.414
2020-07-15,辣椒类,6.4917903930131,5.779230769230769,11.607860262008733,8.761538461538462,69.084,4.27
2020-07-15,食用菌,7.666141732283465,6.546666666666667,13.676377952755907,11.008333333333333,37.779,4.417
2020-07-16,水生根茎类,7.086666666666667,7.086666666666666,14.0,12.633333333333333,10.183,1.171
2020-07-16,花叶类,4.418635294117648,4.77609756097561,7.416705882352941,6.343902439024391,192.549,19.977
2020-07-16,花菜类,6.077837837837838,4.46,11.297297297297296,7.211111111111112,35.3,4.15
2020-07-16,茄类,4.288571428571429,4.38,7.775510204081633,4.9399999999999995,24.031,2.5549999999999997
2020-07-16,辣椒类,6.844666666666666,6.4148148148148145,12.124761904761904,9.28888888888889,64.325,8.331
2020-07-16,食用菌,8.11828025477707,11.084615384615384,14.194267515923567,16.415384615384617,49.664,3.595
2020-07-17,水生根茎类,7.199310344827587,0.0,14.137931034482758,0.0,10.727,0.0
2020-07-17,花叶类,4.393812010443864,4.374150943396226,7.34177545691906,6.311320754716981,167.432,28.238
2020-07-17,花菜类,5.799268292682927,6.82,10.585365853658537,9.83,39.855,4.343
2020-07-17,茄类,4.529508196721312,4.81375,7.908196721311475,7.8375,32.499,4.752
2020-07-17,辣椒类,7.110656565656566,7.2645,13.03939393939394,11.559999999999999,55.82,5.205
2020-07-17,食用菌,8.510723684210527,8.283529411764706,14.900657894736844,12.011764705882353,45.986,5.922
2020-07-18,水生根茎类,7.521875,7.04375,14.875,12.4,7.242,3.176
2020-07-18,花叶类,4.704852652259332,4.338736842105264,7.7679764243614935,6.147368421052631,230.29,43.975
2020-07-18,花菜类,5.785576923076923,6.425833333333333,10.538461538461538,10.266666666666667,51.371,9.717
2020-07-18,茄类,4.030617283950617,3.9035714285714285,7.3999999999999995,6.057142857142857,48.153,8.432
2020-07-18,辣椒类,7.126886446886447,6.772222222222222,13.601465201465201,10.837777777777777,71.212,13.839
2020-07-18,食用菌,8.755380434782609,8.441136363636362,15.142391304347827,12.447727272727274,56.689,15.003
2020-07-19,水生根茎类,7.2441176470588236,7.3575,14.235294117647058,13.225,8.204,2.92
2020-07-19,花叶类,4.56768826619965,4.463761467889908,7.497373029772329,6.4495412844036695,267.826,51.965
2020-07-19,花菜类,6.177551020408163,6.333333333333333,11.061224489795919,10.422222222222222,67.928,8.423
2020-07-19,茄类,4.4904761904761905,4.0280000000000005,8.152380952380952,6.755,59.817,11.955
2020-07-19,辣椒类,6.967859424920128,7.010588235294118,12.329712460063897,11.579411764705881,91.868,10.843
2020-07-19,食用菌,9.260573770491803,10.54046511627907,15.857377049180329,16.01860465116279,69.867,9.954
2020-07-20,水生根茎类,7.024761904761905,8.0,13.714285714285714,9.05,9.003,0.5449999999999999
2020-07-20,花叶类,4.393376288659794,4.023409090909091,7.263659793814433,5.631818181818182,182.337,22.66
2020-07-20,花菜类,5.3145454545454545,5.009090909090909,9.454545454545455,6.2727272727272725,42.51,4.921
2020-07-20,茄类,4.323571428571428,4.484285714285714,8.392857142857142,7.3999999999999995,30.078,3.8689999999999998
2020-07-20,辣椒类,6.993640552995393,6.270344827586207,11.345622119815669,8.317241379310344,59.188,8.162
2020-07-20,食用菌,8.320179640718562,8.332857142857142,14.478443113772455,13.264285714285716,48.867,3.75
2020-07-21,水生根茎类,9.828846153846154,11.17,16.73076923076923,15.466666666666667,11.445,1.299
2020-07-21,花叶类,4.710325814536341,4.481724137931034,7.7516290726817045,6.5793103448275865,200.51,14.48
2020-07-21,花菜类,5.443076923076924,6.889999999999999,9.76923076923077,9.78,44.897,4.108
2020-07-21,茄类,4.332244897959184,3.73,7.714285714285714,7.1,25.59,1.504
2020-07-21,辣椒类,6.454947916666666,6.320909090909091,10.945833333333333,9.827272727272726,53.786,3.207
2020-07-21,食用菌,8.440839160839161,8.218666666666667,14.665034965034964,13.173333333333334,42.027,3.878
2020-07-22,水生根茎类,8.665714285714285,8.0,16.478571428571428,14.600000000000001,9.799,1.051
2020-07-22,花叶类,4.488710407239819,3.9996551724137928,7.573981900452488,5.755172413793104,205.082,27.328
2020-07-22,花菜类,5.914571428571429,6.953636363636363,10.647619047619047,10.663636363636364,48.839,4.836
2020-07-22,茄类,4.14202380952381,4.7,7.747619047619047,7.5,46.498,1.749
2020-07-22,辣椒类,6.589923954372624,6.4423076923076925,11.295057034220532,9.696153846153846,74.135,7.174
2020-07-22,食用菌,8.005392670157068,7.659999999999999,13.52303664921466,10.066666666666666,62.714,3.964
2020-07-23,水生根茎类,5.448857142857143,4.72,10.708571428571428,8.125,25.973,4.444
2020-07-23,花叶类,4.38758152173913,3.6775757575757577,7.740217391304348,4.796969696969697,171.919,28.065
2020-07-23,花菜类,6.855487804878049,5.351666666666667,11.585365853658537,8.183333333333334,36.344,3.081
2020-07-23,茄类,4.348307692307692,4.582857142857143,7.852307692307692,5.7,40.714,3.428
2020-07-23,辣椒类,6.793959390862945,6.082666666666666,12.462944162436548,9.766666666666667,53.861,3.778
2020-07-23,食用菌,7.578441558441558,8.698,12.91103896103896,13.3,52.727,4.032
2020-07-24,水生根茎类,9.825185185185184,8.0,17.451851851851853,14.8,10.983,0.757
2020-07-24,花叶类,4.504047619047619,4.5282857142857145,7.70327380952381,6.888571428571429,159.929,16.396
2020-07-24,花菜类,6.665000000000001,6.665000000000001,11.0,8.625,33.835,3.8600000000000003
2020-07-24,茄类,4.7994,5.086666666666667,8.48,7.133333333333334,32.416,2.554
2020-07-24,辣椒类,7.23661111111111,7.793888888888889,11.80888888888889,11.105555555555556,52.234,5.346
2020-07-24,食用菌,8.074736842105263,7.965714285714285,13.854887218045112,12.214285714285714,44.264,4.937
2020-07-25,水生根茎类,7.745882352941177,7.82,15.058823529411764,12.366666666666667,7.516,2.908
2020-07-25,花叶类,4.892828947368422,4.684310344827586,8.310526315789474,6.882758620689655,204.513,22.624
2020-07-25,花菜类,7.297184466019417,7.0576470588235285,11.495145631067961,9.670588235294119,49.636,7.785
2020-07-25,茄类,4.753932584269664,4.726315789473684,7.289887640449438,6.363157894736842,49.419,12.455
2020-07-25,辣椒类,7.4964338235294115,7.251219512195123,11.661764705882353,9.636585365853659,81.697,12.509
2020-07-25,食用菌,8.369065934065935,8.164615384615384,14.286813186813188,11.846153846153847,58.697,8.316
2020-07-26,水生根茎类,11.67875,11.5,19.31875,18.325,11.031,1.957
2020-07-26,花叶类,4.908083333333334,4.559558823529412,8.4925,6.895588235294118,215.73,35.095
2020-07-26,花菜类,7.659999999999999,7.516,11.781512605042018,10.135,54.93,9.189
2020-07-26,茄类,4.724141414141414,4.271538461538461,7.67878787878788,6.007692307692308,61.884,7.6370000000000005
2020-07-26,辣椒类,7.210000000000001,7.299302325581396,11.55016393442623,10.411627906976744,88.468,13.593
2020-07-26,食用菌,8.69875,8.57969696969697,14.786363636363637,12.487878787878788,61.676,9.619
2020-07-27,水生根茎类,9.834444444444445,12.42,15.688888888888888,16.933333333333334,16.436,0.829
2020-07-27,花叶类,4.698104395604396,4.794772727272727,8.247527472527473,7.575,179.605,18.404
2020-07-27,花菜类,7.413461538461538,8.003,11.461538461538462,10.459999999999999,37.663,5.213
2020-07-27,茄类,5.0,4.4,7.779591836734694,5.7299999999999995,30.576,5.545
2020-07-27,辣椒类,7.559465020576132,7.734999999999999,12.796707818930042,11.649999999999999,68.303,3.0989999999999998
2020-07-27,食用菌,8.683591549295775,7.4830000000000005,14.9056338028169,11.013333333333332,40.979,11.798
2020-07-28,水生根茎类,7.216363636363637,7.4,12.0,10.4,13.508,0.451
2020-07-28,花叶类,4.831870967741936,4.3839999999999995,8.616451612903225,6.332000000000001,142.605,22.838
2020-07-28,花菜类,7.079230769230769,8.615,11.138461538461538,11.416666666666666,32.735,2.202
2020-07-28,茄类,5.130588235294117,5.29111111111111,8.196078431372548,6.933333333333334,33.677,6.663
2020-07-28,辣椒类,7.415572139303483,7.277916666666666,11.54626865671642,10.2875,57.4,8.601
2020-07-28,食用菌,8.255934959349593,9.088666666666667,14.204065040650407,13.033333333333333,42.392,5.336
2020-07-29,水生根茎类,7.246969696969697,7.4,12.303030303030303,11.4,18.054000000000002,0.543
2020-07-29,花叶类,4.799810810810811,4.593255813953489,8.29054054054054,6.741860465116279,175.106,18.623
2020-07-29,花菜类,7.46906976744186,7.57,11.627906976744185,10.5875,38.031,4.189
2020-07-29,茄类,4.933898305084746,4.955,8.135593220338983,7.43,35.535,5.242
2020-07-29,辣椒类,7.5312598425196855,6.977142857142857,11.251968503937007,8.89642857142857,74.515,7.979
2020-07-29,食用菌,8.095870967741934,9.442105263157895,13.912258064516129,14.236842105263158,49.942,4.373
2020-07-30,水生根茎类,7.3723809523809525,7.4,12.19047619047619,11.02,8.316,2.3289999999999997
2020-07-30,花叶类,4.774847645429363,4.424038461538462,8.285318559556787,6.425000000000001,175.812,25.931
2020-07-30,花菜类,6.765428571428571,6.16,10.742857142857142,9.041666666666666,32.394,5.804
2020-07-30,茄类,4.825633802816902,4.695,7.873239436619718,6.840000000000001,40.509,5.802
2020-07-30,辣椒类,6.877056074766355,7.6431818181818185,10.392523364485982,10.077272727272726,61.789,5.854
2020-07-30,食用菌,8.05457142857143,10.522666666666668,13.844285714285714,15.173333333333336,47.711,3.063
2020-07-31,水生根茎类,7.496756756756756,0.0,11.405405405405405,0.0,19.062,0.0
2020-07-31,花叶类,4.59648275862069,4.04,8.171494252873563,5.9,195.166,2.0
2020-07-31,花菜类,6.538904109589041,4.64,10.383561643835616,3.9,36.922,0.627
2020-07-31,茄类,4.888490566037737,0.0,7.962264150943396,0.0,34.092,0.0
2020-07-31,辣椒类,7.16203947368421,0.0,11.83421052631579,0.0,41.104,0.0
2020-07-31,食用菌,8.286141732283465,0.0,13.931496062992126,0.0,45.587,0.0
2020-08-01,水生根茎类,7.552564102564103,7.6,11.384615384615385,9.7,19.1,2.332
2020-08-01,花叶类,4.741851063829787,4.69280701754386,8.531063829787234,6.478947368421053,202.487,27.403
2020-08-01,花菜类,7.505315315315316,8.122,11.35135135135135,10.71,50.603,3.759
2020-08-01,茄类,4.476823529411765,4.2700000000000005,7.482352941176471,5.9799999999999995,45.654,3.151
2020-08-01,辣椒类,7.320396825396825,7.606153846153846,12.00952380952381,11.330769230769231,62.532,3.624
2020-08-01,食用菌,8.66,8.147142857142857,14.454761904761906,12.271428571428572,52.214999999999996,1.582
2020-08-02,水生根茎类,8.099166666666667,7.51,12.022916666666667,9.0,50.274,5.88
2020-08-02,花叶类,5.188455743879473,4.5406249999999995,9.035781544256121,6.525,234.102,9.036
2020-08-02,花菜类,7.560909090909091,0.0,11.272727272727273,0.0,49.219,0.0
2020-08-02,茄类,4.27752688172043,0.0,6.978494623655914,0.0,50.893,0.0
2020-08-02,辣椒类,6.528531746031747,0.0,10.785714285714286,0.0,67.963,0.0
2020-08-02,食用菌,7.8404294478527605,0.0,13.338650306748464,0.0,54.961,0.0
2020-08-03,水生根茎类,8.72951219512195,0.0,13.541463414634148,0.0,15.555,0.0
2020-08-03,花叶类,5.027066381156317,5.61,8.454817987152035,6.0,206.505,1.338
2020-08-03,花菜类,7.142022471910113,0.0,11.168539325842696,0.0,44.426,0.0
2020-08-03,茄类,3.8685365853658533,0.0,6.817073170731708,0.0,45.191,0.0
2020-08-03,辣椒类,6.240677966101695,0.0,10.465084745762711,0.0,86.474,0.0
2020-08-03,食用菌,8.932535211267606,5.47,14.86338028169014,8.0,46.67,1.905
2020-08-04,水生根茎类,8.610980392156863,0.0,13.392156862745098,0.0,26.208,0.0
2020-08-04,花叶类,4.637948051948053,4.07,7.943636363636364,6.800000000000001,178.012,2.0
2020-08-04,花菜类,6.973636363636364,0.0,11.272727272727273,0.0,44.534,0.0
2020-08-04,茄类,3.9158928571428575,0.0,7.571428571428571,0.0,30.591,0.0
2020-08-04,辣椒类,6.1669777777777774,0.0,10.375111111111112,0.0,73.365,0.0
2020-08-04,食用菌,8.525714285714285,0.0,14.119285714285715,0.0,45.301,0.0
2020-08-05,水生根茎类,8.313157894736841,0.0,12.799999999999999,0.0,21.451999999999998,0.0
2020-08-05,花叶类,4.907518656716418,4.555,8.259888059701494,6.1625,240.806,3.589
2020-08-05,花菜类,6.360693069306931,0.0,10.435643564356436,0.0,43.631,0.0
2020-08-05,茄类,4.130588235294117,0.0,7.576470588235294,0.0,49.472,0.0
2020-08-05,辣椒类,6.508749999999999,0.0,10.762500000000001,0.0,82.229,0.0
2020-08-05,食用菌,8.53899441340782,0.0,14.08659217877095,0.0,62.84,0.0
2020-08-06,水生根茎类,7.981111111111111,0.0,12.211111111111112,0.0,19.115000000000002,0.0
2020-08-06,花叶类,4.906017316017316,3.714848484848485,8.381385281385281,4.621212121212121,218.037,16.74
2020-08-06,花菜类,6.0980952380952385,0.0,10.071428571428571,0.0,40.827,0.0
2020-08-06,茄类,4.6992982456140355,0.0,8.0,0.0,31.596,0.0
2020-08-06,辣椒类,6.4994779116465855,0.0,10.82008032128514,0.0,74.047,0.0
2020-08-06,食用菌,8.499870967741936,0.0,14.074193548387097,0.0,48.611,0.0
2020-08-07,水生根茎类,9.0568,0.0,14.032,0.0,25.415,0.0
2020-08-07,花叶类,4.966409638554217,6.765454545454546,8.620963855421687,9.200000000000001,198.712,6.229
2020-08-07,花菜类,6.787303370786516,0.0,11.168539325842696,0.0,40.272,0.0
2020-08-07,茄类,3.8920000000000003,0.0,5.2444444444444445,0.0,51.799,0.0
2020-08-07,辣椒类,6.518854961832061,0.0,11.122900763358778,0.0,78.611,0.0
2020-08-07,食用菌,8.570279329608939,0.0,14.113966480446928,0.0,68.177,0.0
2020-08-08,水生根茎类,8.197272727272727,0.0,12.836363636363636,0.0,27.461,0.0
2020-08-08,花叶类,4.946568778979907,4.11,8.307264296754251,5.9,310.161,1.0
2020-08-08,花菜类,6.744848484848484,0.0,11.181818181818182,0.0,58.156,0.0
2020-08-08,茄类,2.671981981981982,0.0,5.225225225225225,0.0,63.764,0.0
2020-08-08,辣椒类,6.623500000000001,0.0,11.047058823529412,0.0,100.292,0.0
2020-08-08,食用菌,7.568018018018018,0.0,12.246396396396396,0.0,92.144,0.0
2020-08-09,水生根茎类,8.581228070175438,0.0,12.645614035087718,0.0,25.9,0.0
2020-08-09,花叶类,5.008108651911469,3.9385714285714286,8.435211267605634,4.642857142857143,245.052,5.538
2020-08-09,花菜类,8.352136752136753,0.0,12.102564102564102,0.0,54.876,0.0
2020-08-09,茄类,2.8422105263157893,0.0,5.031578947368421,0.0,51.835,0.0
2020-08-09,辣椒类,6.74443137254902,0.0,10.460392156862746,0.0,73.684,0.0
2020-08-09,食用菌,9.4625,0.0,15.017672413793104,0.0,73.073,0.0
2020-08-10,水生根茎类,7.3946875,0.0,11.68125,0.0,30.683,0.0
2020-08-10,花叶类,4.9313907284768215,4.21,8.378587196467992,5.0,204.951,5.341
2020-08-10,花菜类,8.18896551724138,0.0,11.836206896551724,0.0,50.7,0.0
2020-08-10,茄类,2.708235294117647,0.0,4.988235294117647,0.0,47.664,0.0
2020-08-10,辣椒类,6.623460076045627,0.0,10.212167300380228,0.0,78.735,0.0
2020-08-10,食用菌,8.585121951219513,0.0,14.926829268292684,0.0,36.094,0.0
2020-08-11,水生根茎类,8.319777777777777,8.18,12.911111111111111,12.0,19.681,0.777
2020-08-11,花叶类,4.7233254716981135,5.086129032258064,7.740801886792452,6.32258064516129,200.068,16.645
2020-08-11,花菜类,7.247894736842104,0.0,11.593984962406015,0.0,56.279,0.0
2020-08-11,茄类,2.6511666666666667,0.0,5.016666666666667,0.0,33.572,0.0
2020-08-11,辣椒类,6.5353125,0.0,10.59453125,0.0,73.292,0.0
2020-08-11,食用菌,8.081526717557251,0.0,14.12671755725191,0.0,40.017,0.0
2020-08-12,水生根茎类,7.912105263157895,0.0,12.336842105263159,0.0,27.355,0.0
2020-08-12,花叶类,4.9799999999999995,4.526666666666667,8.073774509803922,6.05,194.523,12.354000000000001
2020-08-12,花菜类,7.176216216216216,0.0,11.837837837837839,0.0,50.065,0.0
2020-08-12,茄类,3.3313636363636365,0.0,6.863636363636363,0.0,36.009,0.0
2020-08-12,辣椒类,6.489710144927535,0.0,10.294927536231885,0.0,85.166,0.0
2020-08-12,食用菌,8.995934959349594,0.0,14.840650406504066,0.0,34.195,0.0
2020-08-13,水生根茎类,8.61909090909091,0.0,13.154545454545454,0.0,19.324,0.0
2020-08-13,花叶类,4.478776595744681,4.708,7.322340425531914,4.42,179.955,8.253
2020-08-13,花菜类,7.08070796460177,0.0,10.56637168141593,0.0,47.468,0.0
2020-08-13,茄类,2.716379310344828,0.0,6.913793103448276,0.0,31.109,0.0
2020-08-13,辣椒类,6.467297297297297,0.0,10.43063063063063,0.0,61.768,0.0
2020-08-13,食用菌,8.983359375,13.0,14.825000000000001,17.7,35.387,0.263
2020-08-14,水生根茎类,6.239,0.0,10.282,0.0,29.991,0.0
2020-08-14,花叶类,4.517237687366167,4.754375,7.702355460385439,6.01875,211.056,6.702
2020-08-14,花菜类,6.415912408759124,0.0,10.408759124087592,0.0,58.582,0.0
2020-08-14,茄类,5.30044776119403,0.0,7.3283582089552235,0.0,37.826,0.0
2020-08-14,辣椒类,6.4175095785440615,0.0,10.360919540229885,0.0,76.489,0.0
2020-08-14,食用菌,8.239556962025317,0.0,13.643037974683544,0.0,53.795,0.0
2020-08-15,水生根茎类,8.657872340425532,0.0,12.98723404255319,0.0,25.642,0.0
2020-08-15,花叶类,4.766607495069033,0.0,8.16232741617357,0.0,245.136,0.0
2020-08-15,花菜类,5.1221301775147925,0.0,8.621301775147929,0.0,79.38,0.0
2020-08-15,茄类,5.154878048780487,0.0,7.390243902439025,0.0,43.278999999999996,0.0
2020-08-15,辣椒类,6.184311926605504,0.0,10.460550458715597,0.0,94.285,0.0
2020-08-15,食用菌,8.71843373493976,0.0,14.260843373493977,0.0,58.015,0.0
2020-08-16,水生根茎类,6.741538461538462,0.0,10.626923076923077,0.0,24.454,0.0
2020-08-16,花叶类,4.484596273291926,0.0,7.7790890269151145,0.0,241.48,0.0
2020-08-16,花菜类,7.0975912408759125,0.0,10.9007299270073,0.0,60.231,0.0
2020-08-16,茄类,4.312261904761905,0.0,7.130952380952381,0.0,48.366,0.0
2020-08-16,辣椒类,6.082127659574468,0.0,10.157446808510638,0.0,95.285,0.0
2020-08-16,食用菌,8.986193181818182,0.0,14.710795454545455,0.0,55.093,0.0
2020-08-17,水生根茎类,8.38125,0.0,12.4875,0.0,15.916,0.0
2020-08-17,花叶类,4.239739130434782,2.42,6.872826086956522,4.0,213.346,2.287
2020-08-17,花菜类,6.476859504132232,0.0,10.561983471074381,0.0,51.749,0.0
2020-08-17,茄类,4.97375,0.0,7.34375,0.0,35.014,0.0
2020-08-17,辣椒类,5.8380079681274895,0.0,9.420717131474103,0.0,72.953,0.0
2020-08-17,食用菌,8.135285714285715,0.0,13.685714285714285,0.0,47.418,0.0
2020-08-18,水生根茎类,7.022105263157894,0.0,10.263157894736842,0.0,21.753,0.0
2020-08-18,花叶类,4.464085106382979,0.0,7.237234042553191,0.0,225.113,0.0
2020-08-18,花菜类,6.368682170542636,0.0,10.077519379844961,0.0,55.92,0.0
2020-08-18,茄类,4.680606060606061,0.0,7.621212121212121,0.0,34.019,0.0
2020-08-18,辣椒类,5.602558139534884,0.0,9.589922480620155,0.0,76.92,0.0
